7960920,10433956,10950949
11242736,11244756,11264068
10156869,11174702,11204701
8782337,10924155,11283548
11251848,11276710,11296411
9087141,10817363,10894340
11190194,11259087,11262680
11292128,11292149,11297943
11292194,11294531,11297606
4901576,5437116,11243838
10164312,10503662,10988172
10549966,11186848,11250502
9583695,9986525,10357078
240918,5302466,10837181
11280356,11291209,11292150
6218033,10863084,11253977
10129555,10139073,10235814
4217457,9006336,10952145
7455868,8174490,11275258
7630035,9845714,10717816
11197737,11295010,11297315
11224963,11285560,11295884
216911,1978645,11204059
9265623,11050196,11173164
11217751,11241403,11254387
11283753,11283867,11285783
11101356,11251777,11263314
11083736,11283784,11283837
7736617,8567659,11248971
11265141,11283851,11287639
9644929,10970354,11222304
9289861,11079688,11243474
11280490,11283835,11292214
5711382,10188117,11212340
11251101,11269189,11281368
4930273,11278529,11287574
11265893,11279091,11296208
11067511,11219985,11232703
1775197,11226679,11299510
11043908,11058728,11109108
10034896,10093917,10122982
11240733,11242121,11244205
11056220,11244751,11276351
10813239,11011392,11198553
3827145,7399129,11018786
1632224,9063288,11232737
11048749,11287374,11292071
7167056,8194392,8316646
9271716,11201332,11202128
7266896,8322898,8482402
11276178,11285760,11285781
10288487,11154752,11197818
878440,10124785,11248715
9159952,10914846,11227604
3573100,6327079,11087704
11149644,11159752,11197510
9836197,10598817,11153177
10812389,10828960,11061879
10970976,11079692,11222417
11124836,11249938,11300136
10621384,11245733,11270359
11131032,11258137,11263336
9229355,9962345,10723649
11035439,11145407,11167355
9667324,10349315,10751801
527376,607883,1073806
10405844,11279232,11287615
11283859,11292069,11292121
11221643,11287640,11292209
9765034,10052055,11259864
7447661,10941029,11247028
11260176,11265920,11276173
11021062,11242731,11257004
532164,2097506,3521568
11253531,11261695,11261844
10167251,11051370,11173387
10442127,11135855,11245260
7028686,11087065,11276981
11292191,11293580,11294521
7296707,10456538,11240064
11172397,11204550,11205411
10584916,11131011,11201878
1331982,11282801,11297601
11143322,11218049,11280292
9434536,10319043,11209277
9310240,9689410,10629998
11251122,11252509,11260662
11108995,11225218,11265209
11036179,11110299,11230090
11183547,11249740,11277958
2084429,3733080,9806372
2709160,11060227,11071943
718744,11238542,11295406
10338389,11154305,11221777
11194134,11206926,11261196
10556530,11133589,11204985
11132844,11280127,11283815
10277574,11266623,11270928
5480221,11080185,11157469
11131286,11255875,11278551
10754800,10919887,11185812
11279921,11285759,11285785
9950199,11217662,11277568
1769905,7232418,11194220
11262940,11287641,11292200
11149601,11236683,11256412
10263016,10513068,11245164
8619432,8643025,8647874
11145957,11250028,11279595
3932928,10763612,10772932
7952252,11078930,11181000
10569589,10598724,10616289
10149273,10979582,11154507
11137635,11217396,11288360
9579034,9862942,11025264
9461187,10589436,10974089
2815159,11218458,11265143
1805214,9307023,10459617
909951,11208330,11234788
11071683,11126237,11234783
10931181,11283830,11285148
10885044,10930299,11231749
10163827,10985869,11006444
11275909,11285757,11294540
11132894,11186955,11201201
10688345,11236797,11240358
6881169,11221592,11257000
10440759,10501492,10534018
11075303,11212754,11270676
10983459,10990974,11004711
10209591,11124540,11179772
9097835,9357161,9857590
11154246,11218443,11270971
11024666,11138907,11276802
11104942,11124812,11131983
10706914,10737503,11034510
8645640,8771109,10990551
2118351,4143922,6147602
8472798,11148204,11265870
11285863,11287657,11290526
11028602,11193930,11237727
10610684,11161369,11162548
10729101,11117227,11126126
10835573,10940909,10966839
11103663,11158585,11269505
10570480,11272860,11288747
11120011,11134094,11195538
11243820,11256934,11264470
625086,11144369,11233998
1131061,3806896,8171971
11198354,11276095,11292081
11173205,11173540,11183976
11091877,11103372,11225348
11107560,11142979,11289136
11270976,11298008,11298154
11214894,11222168,11280498
10901003,10933171,10968347
11179095,11253802,11281506
10979714,11170040,11245172
9644944,9740164,11292289
1406155,7973022,8253648
4250816,11083693,11256157
1468551,7715501,10808267
3804830,10707046,10863629
10928011,11266181,11273759
11094923,11124885,11139803
11240660,11280530,11297948
11154048,11195026,11260910
4108862,5266555,11007864
11193582,11246406,11269729
202804,10700196,11239469
10981700,10989098,11185481
1126823,11173127,11174843
10609046,11050831,11257970
9951150,11238033,11293637
10767684,11029500,11186305
11170376,11228304,11241213
11243821,11276186,11283856
11152955,11154402,11171072
2391045,11080540,11233555
11110416,11231868,11270342
6202164,8119796,11250410
10761265,11114374,11209999
11036886,11093056,11170853
11237830,11240568,11247202
10334081,10696691,10906996
11043136,11081947,11281016
11105729,11152856,11223549
7784698,8244978,8461209
10940411,10964403,11264474
8174614,8408923,8843581
10881400,10908972,11069162
9223970,11232736,11262780
8152404,9486355,10293909
11061701,11126705,11293979
11195743,11200246,11217069
1288855,11081258,11192241
940043,11119583,11134317
11031713,11094739,11094900
9418913,9795003,9795029
10057719,11190794,11201369
3300964,10830400,11270983
10789183,11201130,11224211
11190964,11286816,11297912
5503773,10299900,10337433
10059127,11132824,11185594
7555305,10447218,10631071
7192565,8720220,11068831
1391055,11232969,11240584
554317,10031706,11249621
11274922,11275849,11282905
10888241,11267289,11275447
10653782,11214900,11243736
11224109,11233444,11285909
4431894,8256686,8736594
11011873,11100854,11107734
10848827,11093695,11232895
11035481,11130994,11267125
11134306,11145336,11223562
11251689,11294129,11294944
5360746,11162682,11180282
8440312,9427433,9782269
7349235,10083597,10122438
10959394,11100511,11207561
7129603,8175930,9017104
11266567,11276064,11276244
8141307,9769753,10843664
8430707,9463197,10899373
11202510,11244125,11264592
9762614,11178672,11208100
8160278,10188472,10852078
10630505,10678921,10737590
5409210,10290757,11284080
1587125,5454061,11167575
8748100,11283318,11294564
11240716,11249937,11249942
11203354,11215746,11215848
11279566,11286822,11291210
10891813,11247561,11263986
7801706,8216989,10453444
11002113,11195386,11242457
11244917,11269838,11284267
10358918,10425853,10570593
2915285,11125564,11287994
331774,5327933,11035532
8936075,10154471,10902566
8625505,11016045,11256780
10195386,11188187,11203260
369570,673113,6143639
10691028,11030447,11054276
10063618,10954087,11146372
996432,9630791,9775511
209013,6573276,7764140
597971,9764633,10919951
11135290,11210240,11229497
6836319,8140960,10110021
11195166,11251635,11285885
2775523,9275212,10865587
8353753,9617014,11044935
11173232,11257618,11282722
1944188,2956058,11015928
11131742,11185058,11203779
6586513,9296677,10604390
11020012,11233457,11240690
1916477,6213750,7848067
10966612,10982092,11245061
11034705,11064282,11064833
10898117,11075200,11132975
7422620,7636226,7697487
9670222,10173772,11225497
10408217,11057847,11249517
11004245,11268307,11294230
3655132,10865638,10890112
2206790,4283244,7504373
7905047,9557066,10579177
10976645,11147496,11156717
9688422,11180679,11276786
10462695,10991271,11197129
8827470,11093324,11199759
11034988,11088072,11093944
11212095,11233482,11238135
11127349,11290610,11291591
11260180,11265871,11265884
11092007,11141448,11160765
10650755,10759166,11135687
11088653,11186856,11212638
9739934,11166592,11174427
970484,8840655,11079834
10812180,11020427,11191640
11045853,11120333,11200495
7726493,8406357,8494474
9256833,9977271,11220658
7886398,7950115,8071796
6909120,7572712,8312445
9687641,11076324,11088047
11057038,11179294,11283896
11238118,11260923,11279233
10962443,10962799,10964495
11140748,11218807,11219053
11098566,11214885,11218677
9834305,9987663,11097593
10457886,11041628,11253976
9779205,11182996,11268472
9681155,10785538,11236125
11104704,11110241,11128167
10659478,11073426,11185037
9548106,9988426,10037825
7305814,11283745,11296735
10707159,11225790,11282136
11203459,11231730,11279214
10964418,11202162,11262422
10615641,11228294,11252560
9327258,10104345,10286708
11244389,11250190,11250439
11030572,11070511,11082059
11024695,11255658,11260981
10514247,10811455,11280360
10889424,11221821,11261032
11227171,11286735,11286866
11183170,11184204,11193435
4638184,8765738,11016967
10297597,11177156,11214786
10957722,11001752,11013548
9946685,11184266,11246425
11190108,11261792,11281418
11040388,11044985,11119507
11283850,11285784,11287642
10947997,11180155,11285521
11263312,11288852,11289139
9559065,10662173,10763193
11153290,11182494,11218189
11003109,11086102,11181080
11123059,11153567,11260908
11087187,11151293,11250396
7251962,10988796,11248957
10768074,10892703,11033174
11175673,11230183,11236413
11098540,11102503,11196196
11213908,11251744,11280594
9038109,10215649,11067765
8041032,11079750,11139128
11204549,11218195,11233449
10906697,11065268,11112817
11114384,11118731,11203611
10698499,10916098,10935848
8473830,9941915,11235395
11091670,11177292,11224738
7721453,10372640,11004192
5632191,10705336,10875738
10364857,10983801,11038464
4787704,11059219,11077986
7583521,8126017,11029443
10532229,11230935,11245464
11228799,11232908,11236432
10785343,10812891,10829305
11136409,11139386,11141630
9584486,10096251,11277026
11236163,11256530,11293487
11115917,11167672,11168052
3306521,11126142,11185677
3654335,5030588,6420614
6262255,8452702,8702192
10605554,11055093,11094491
10462633,10966797,11098351
10986412,11006127,11225031
9742264,11146318,11196721
11125035,11170505,11256399
8640386,8662630,9565456
11282327,11282583,11283488
9430051,10907601,10917743
370446,6009409,9276226
6546656,7044446,7967062
11131919,11243575,11253995
506598,9209365,9743359
10983186,11147507,11269495
8866357,8944018,10980225
2567435,11185694,11230760
8865087,10995270,11004597
10662119,11046205,11246883
11109314,11151199,11154134
6766395,11279808,11285218
11209664,11283885,11290193
811413,1798823,11146277
4131046,6783245,7541918
10215334,11008949,11042744
10436236,11281442,11294290
4731584,11257283,11294523
11292202,11294519,11294533
8847218,10426764,11144988
11143508,11282545,11282940
10561064,10607041,11136894
4766532,7975912,11243251
11236285,11250044,11252710
11046474,11194243,11199288
10219115,11183993,11275846
10745270,11257020,11299013
10697669,10989549,10995388
9362341,11142899,11217859
5375810,10699229,10731044
463139,9446352,10651691
