address,id,eyes,ears,mouth,horn,back,tail,class,breedcount,speed
0x5345a22955c8a715ce31cce0367ba7724a8b629d,7266896,eyes-confused,ears-lotus,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,3,31
0x5345a22955c8a715ce31cce0367ba7724a8b629d,8322898,eyes-gero,ears-gill,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,5,50
0x5345a22955c8a715ce31cce0367ba7724a8b629d,8482402,eyes-scar,ears-sakura,mouth-toothless-bite,horn-cerastes,back-garish-worm,tail-grass-snake,Dusk,4,43
0x0a0e89a91371ee5fdaefab007c3dd94822732024,11276178,eyes-papi,ears-lotus,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,5,41
0x0a0e89a91371ee5fdaefab007c3dd94822732024,11285760,eyes-cucumber-slice,ears-inkling,mouth-razor-bite,horn-scaly-spear,back-sandal,tail-nimo,Dusk,2,47
0x0a0e89a91371ee5fdaefab007c3dd94822732024,11285781,eyes-cucumber-slice,ears-hollow,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,4,41
0x6195a259800869a90d045badafe6be1b4fac4ca0,10288487,eyes-kotaro?,ears-sidebarb,mouth-cute-bunny,horn-antenna,back-bone-sail,tail-cattail,Dusk,0,41
0x6195a259800869a90d045badafe6be1b4fac4ca0,11154752,eyes-clear,ears-inkling,mouth-cute-bunny,horn-antenna,back-goldfish,tail-nimo,Aquatic,6,51
0x6195a259800869a90d045badafe6be1b4fac4ca0,11197818,eyes-little-owl,ears-belieber,mouth-cute-bunny,horn-antenna,back-sandal,tail-fish-snack,Bug,3,35
0x6c667ec4c244f64c377a954a060368ca15dbee27,878440,eyes-neo,ears-lotus,mouth-cute-bunny,horn-antenna,back-sandal,tail-gravel-ant,Bug,4,31
0x6c667ec4c244f64c377a954a060368ca15dbee27,10124785,eyes-confused,ears-larva,mouth-mosquito,horn-antenna,back-snail-shell,tail-cottontail,Bug,0,32
0x6c667ec4c244f64c377a954a060368ca15dbee27,11248715,eyes-scar,ears-lotus,mouth-cute-bunny,horn-antenna,back-bone-sail,tail-cattail,Plant,0,33
0x18ff9da5338c7decc996dc1ff059978d79b9828e,9159952,eyes-confused,ears-rosa,mouth-serious,horn-cactus,back-watering-can,tail-cattail,Plant,4,31
0x18ff9da5338c7decc996dc1ff059978d79b9828e,10914846,eyes-telescope,ears-bubblemaker,mouth-piranha,horn-arco,back-croc,tail-twin-tail,Aquatic,2,50
0x18ff9da5338c7decc996dc1ff059978d79b9828e,11227604,eyes-clear,ears-bubblemaker,mouth-piranha,horn-arco,back-risky-beast,tail-nimo,Aquatic,3,53
0x11ca062b44a9be7f6bf375cdeaeadc729a841e83,3573100,eyes-chubby,ears-nyan,mouth-goda,horn-imp,back-ronin,tail-cottontail,Beast,4,41
0x11ca062b44a9be7f6bf375cdeaeadc729a841e83,6327079,eyes-lucas,ears-rosa,mouth-herbivore,horn-rose-bud,back-pumpkin,tail-cattail,Plant,0,34
0x11ca062b44a9be7f6bf375cdeaeadc729a841e83,11087704,eyes-lucas,ears-nimo,mouth-piranha,horn-clamshell,back-blue-moon,tail-shrimp,Aquatic,4,57
0x090b74e1c09af372cc7e58b0aa566be04290947d,11149644,eyes-telescope,ears-nimo,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,6,52
0x090b74e1c09af372cc7e58b0aa566be04290947d,11159752,eyes-papi,ears-leafy,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
0x090b74e1c09af372cc7e58b0aa566be04290947d,11197510,eyes-papi,ears-leafy,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,6,39
0x18d1d5b55874f6c79eb8ed890d86fce36d236549,9836197,eyes-confused,ears-clover,mouth-zigzag,horn-cactus,back-bidens,tail-gravel-ant,Plant,5,31
0x18d1d5b55874f6c79eb8ed890d86fce36d236549,10598817,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,4,61
0x18d1d5b55874f6c79eb8ed890d86fce36d236549,11153177,eyes-confused,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
0xe1d938fabe9bb8270f85448e267934fc54ef747b,10812389,eyes-clear,ears-inkling,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,0,52
0xe1d938fabe9bb8270f85448e267934fc54ef747b,10828960,eyes-blossom,ears-lotus,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,0,31
0xe1d938fabe9bb8270f85448e267934fc54ef747b,11061879,eyes-topaz,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,4,41
0x3f9fb3fa9e6946b3620ae081d7c06082d136e6f3,10970976,eyes-clear,ears-gill,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,6,52
0x3f9fb3fa9e6946b3620ae081d7c06082d136e6f3,11079692,eyes-gecko,ears-friezard,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,6,42
0x3f9fb3fa9e6946b3620ae081d7c06082d136e6f3,11222417,eyes-telescope,ears-gill,mouth-piranha,horn-oranda,back-spiky-wing,tail-koi,Aquatic,2,54
0xebb389d9593b86a964433f16f04cb408df67ad82,11124836,eyes-gero,ears-seaslug,mouth-goda,horn-scaly-spear,back-timber,tail-cattail,Dusk,7,48
0xebb389d9593b86a964433f16f04cb408df67ad82,11249938,eyes-sleepless,ears-sakura,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,3,44
0xdaf19aef1ae54ed92d54997b6dd951d25ab94c94,11300136,eyes-telescope,ears-seaslug,mouth-razor-bite,horn-scaly-spear,back-scarab,tail-cottontail,Dusk,4,48
0x58d735aaf81ae180c76d02b4d4f54a59fdf28a3b,10621384,eyes-mavis,ears-gill,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-hare,Bird,4,57
0x58d735aaf81ae180c76d02b4d4f54a59fdf28a3b,11245733,eyes-scar,ears-rosa,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,41
0x58d735aaf81ae180c76d02b4d4f54a59fdf28a3b,11270359,eyes-papi,ears-clover,mouth-mosquito,horn-scaly-spoon,back-bidens,tail-gravel-ant,Plant,3,32
0xe601e524ce46baea0f7d91f3856a0493538a90ac,11131032,eyes-telescope,ears-inkling,mouth-piranha,horn-arco,back-risky-beast,tail-nimo,Aquatic,4,53
0xe601e524ce46baea0f7d91f3856a0493538a90ac,11258137,eyes-confused,ears-hollow,mouth-mosquito,horn-cactus,back-bidens,tail-gravel-ant,Plant,3,31
0xe601e524ce46baea0f7d91f3856a0493538a90ac,11263336,eyes-confused,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,1,32
0xc88e526034fda56722ae990459ae7e724082161b,9229355,eyes-papi,ears-clover,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,4,31
0xc88e526034fda56722ae990459ae7e724082161b,9962345,eyes-zeal,ears-sakura,mouth-toothless-bite,horn-cerastes,back-garish-worm,tail-grass-snake,Reptile,3,39
0xc88e526034fda56722ae990459ae7e724082161b,10723649,eyes-gero,ears-gill,mouth-tiny-turtle,horn-wing-horn,back-garish-worm,tail-grass-snake,Dusk,3,50
0x114ffeaedb8c16add375cae556f785b10585c75a,11035439,eyes-gero,ears-inkling,mouth-catfish,horn-caterpillars,back-sponge,tail-nimo,Aquatic,4,54
0x114ffeaedb8c16add375cae556f785b10585c75a,11145407,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-arco,back-tri-feather,tail-the-last-one,Bird,5,59
0x114ffeaedb8c16add375cae556f785b10585c75a,11167355,eyes-gero,ears-pink-cheek,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,46
0x60afe1d612bc3dcb30cf7677a2da39eae503663c,9667324,eyes-papi,ears-clover,mouth-serious,horn-cactus,back-scarab,tail-cattail,Plant,0,31
0x60afe1d612bc3dcb30cf7677a2da39eae503663c,10349315,eyes-mavis,ears-pink-cheek,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,4,59
0x60afe1d612bc3dcb30cf7677a2da39eae503663c,10751801,eyes-papi,ears-lotus,mouth-zigzag,horn-cactus,back-bidens,tail-hatsune,Plant,0,31
0xf42438eb9831b969776e94978b093f0d98f50a32,527376,eyes-tricky,ears-leafy,mouth-serious,horn-cactus,back-shiitake,tail-yam,Plant,2,32
0xf42438eb9831b969776e94978b093f0d98f50a32,607883,eyes-gero,ears-inkling,mouth-risky-fish,horn-shoal-star,back-scarab,tail-shrimp,Aquatic,2,54
0xf42438eb9831b969776e94978b093f0d98f50a32,1073806,eyes-confused,ears-lotus,mouth-zigzag,horn-cactus,back-pumpkin,tail-cattail,Plant,2,31
0x1577ada453ac570cd2764bb67ba0d1a2e08388a2,10405844,eyes-mavis,ears-early-bird,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,4,61
0x1577ada453ac570cd2764bb67ba0d1a2e08388a2,11279232,eyes-tricky,ears-leafy,mouth-mosquito,horn-caterpillars,back-snail-shell,tail-twin-tail,Bug,3,32
0x1577ada453ac570cd2764bb67ba0d1a2e08388a2,11287615,eyes-confused,ears-gill,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,2,43
0x29ee4671fdca385a3b9df766318bbcf0f56ca9bf,11283859,eyes-tricky,ears-friezard,mouth-razor-bite,horn-scaly-spear,back-scarab,tail-cottontail,Reptile,5,40
0x29ee4671fdca385a3b9df766318bbcf0f56ca9bf,11292069,eyes-confused,ears-lotus,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,4,41
0x29ee4671fdca385a3b9df766318bbcf0f56ca9bf,11292121,eyes-cucumber-slice,ears-sakura,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,3,41
0x1f0c504b86fb222f1cd484bda075cb075bce184c,11221643,eyes-papi,ears-hollow,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Plant,4,33
0x1f0c504b86fb222f1cd484bda075cb075bce184c,11287640,eyes-confused,ears-leafy,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Plant,3,33
0x1f0c504b86fb222f1cd484bda075cb075bce184c,11292209,eyes-tricky,ears-sakura,mouth-razor-bite,horn-scaly-spear,back-red-ear,tail-cottontail,Reptile,0,40
0x98bd4499d6bee9f77ddf44d66b3e0c41cfeff6a8,9765034,eyes-telescope,ears-bubblemaker,mouth-piranha,horn-oranda,back-balloon,tail-shrimp,Aquatic,2,57
0x98bd4499d6bee9f77ddf44d66b3e0c41cfeff6a8,10052055,eyes-papi,ears-larva,mouth-herbivore,horn-beech,back-bone-sail,tail-hot-butt,Plant,0,32
0x98bd4499d6bee9f77ddf44d66b3e0c41cfeff6a8,11259864,eyes-cucumber-slice,ears-clover,mouth-mosquito,horn-cactus,back-bidens,tail-gravel-ant,Plant,2,31
0x57d12b82da8a0fb7744273df12b3d4e9dc5a13bc,7447661,eyes-clear,ears-bubblemaker,mouth-cute-bunny,horn-antenna,back-goldfish,tail-nimo,Aquatic,4,51
0x57d12b82da8a0fb7744273df12b3d4e9dc5a13bc,10941029,eyes-gecko,ears-nimo,mouth-cute-bunny,horn-antenna,back-bone-sail,tail-cattail,Dusk,4,44
0x57d12b82da8a0fb7744273df12b3d4e9dc5a13bc,11247028,eyes-little-owl,ears-larva,mouth-cute-bunny,horn-antenna,back-scarab,tail-fish-snack,Bug,5,34
0xe27aa8e4bf7d5d342453a58080d60c6a5770037d,11260176,eyes-little-owl,ears-gill,mouth-razor-bite,horn-scaly-spear,back-scarab,tail-nimo,Dusk,5,50
0xe27aa8e4bf7d5d342453a58080d60c6a5770037d,11265920,eyes-papi,ears-sakura,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,4,41
0xe27aa8e4bf7d5d342453a58080d60c6a5770037d,11276173,eyes-cucumber-slice,ears-lotus,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,5,41
0x127776f32bbc6b395c687f2dfcdb0220929a2def,11021062,eyes-little-owl,ears-tiny-fan,mouth-goda,horn-eggshell,back-risky-beast,tail-rice,Mech,0,51
0x127776f32bbc6b395c687f2dfcdb0220929a2def,11242731,eyes-gero,ears-owl,mouth-razor-bite,horn-bumpy,back-scarab,tail-nimo,Dusk,4,50
0x127776f32bbc6b395c687f2dfcdb0220929a2def,11257004,eyes-little-owl,ears-lotus,mouth-goda,horn-bumpy,back-sandal,tail-cattail,Dusk,0,44
0xc6e169ca9decb456bb99ba04c7a9480f2f604bd8,532164,eyes-confused,ears-rosa,mouth-serious,horn-rose-bud,back-pumpkin,tail-yam,Plant,3,31
0xc6e169ca9decb456bb99ba04c7a9480f2f604bd8,2097506,eyes-papi,ears-lotus,mouth-serious,horn-rose-bud,back-pumpkin,tail-cottontail,Plant,2,32
0xc6e169ca9decb456bb99ba04c7a9480f2f604bd8,3521568,eyes-papi,ears-hollow,mouth-serious,horn-rose-bud,back-pumpkin,tail-yam,Plant,4,31
0x0c764f173a845d5dd9474652c9c5466f75878f71,11253531,eyes-papi,ears-hollow,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,2,31
0x0c764f173a845d5dd9474652c9c5466f75878f71,11261695,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,2,61
0x0c764f173a845d5dd9474652c9c5466f75878f71,11261844,eyes-blossom,ears-hollow,mouth-mosquito,horn-cactus,back-bidens,tail-hatsune,Plant,3,31
0xe3100971780a8d2f0a8702f35d9d7d6cc1a1ab5a,10167251,eyes-tricky,ears-friezard,mouth-razor-bite,horn-scaly-spear,back-red-ear,tail-rice,Reptile,4,41
0xe3100971780a8d2f0a8702f35d9d7d6cc1a1ab5a,11051370,eyes-papi,ears-lotus,mouth-zigzag,horn-scaly-spear,back-sandal,tail-cattail,Plant,0,32
0xe3100971780a8d2f0a8702f35d9d7d6cc1a1ab5a,11173387,eyes-sleepless,ears-nimo,mouth-piranha,horn-scaly-spear,back-risky-beast,tail-nimo,Aquatic,4,53
0x26c7d8aeedf26183a2a1f3c596cc5bf9e0ab57d3,10442127,eyes-clear,ears-bubblemaker,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,7,57
0x26c7d8aeedf26183a2a1f3c596cc5bf9e0ab57d3,11135855,eyes-cucumber-slice,ears-rosa,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
0x26c7d8aeedf26183a2a1f3c596cc5bf9e0ab57d3,11245260,eyes-papi,ears-sakura,mouth-mosquito,horn-cactus,back-bidens,tail-gravel-ant,Plant,3,31
0x1e8f73b16f2e7e8108a243ac5decda03b81b3e6d,7028686,eyes-tricky,ears-curved-spine,mouth-razor-bite,horn-scaly-spoon,back-risky-beast,tail-cottontail,Reptile,0,41
0x1e8f73b16f2e7e8108a243ac5decda03b81b3e6d,11087065,eyes-clear,ears-small-frill,mouth-piranha,horn-pliers,back-spiky-wing,tail-koi,Aquatic,3,49
0x1e8f73b16f2e7e8108a243ac5decda03b81b3e6d,11276981,eyes-tricky,ears-rosa,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,3,41
0x60d457629ee0188fe42b27baeb6fd0ce6178f6e7,11292191,eyes-tricky,ears-friezard,mouth-razor-bite,horn-scaly-spear,back-scarab,tail-cottontail,Reptile,3,40
0x60d457629ee0188fe42b27baeb6fd0ce6178f6e7,11293580,eyes-scar,ears-sakura,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,3,42
0x60d457629ee0188fe42b27baeb6fd0ce6178f6e7,11294521,eyes-scar,ears-nut-cracker,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,2,43
0x75f2db67e78ed4a7fd11fd0d935bba89c00a70fd,7296707,eyes-confused,ears-lotus,mouth-serious,horn-leaf-bug,back-pumpkin,tail-yam,Plant,4,31
0x75f2db67e78ed4a7fd11fd0d935bba89c00a70fd,10456538,eyes-clear,ears-curly,mouth-toothless-bite,horn-dual-blade,back-hero,tail-hare,Mech,5,49
0x75f2db67e78ed4a7fd11fd0d935bba89c00a70fd,11240064,eyes-papi,ears-sakura,mouth-toothless-bite,horn-cerastes,back-bone-sail,tail-grass-snake,Reptile,3,39
0x7331a0c8e5c770407f31f47c3022a5e197e2d5a7,11172397,eyes-confused,ears-hollow,mouth-mosquito,horn-scaly-spoon,back-bidens,tail-gravel-ant,Plant,3,32
0x7331a0c8e5c770407f31f47c3022a5e197e2d5a7,11204550,eyes-confused,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,32
0x7331a0c8e5c770407f31f47c3022a5e197e2d5a7,11205411,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,3,61
0x7d477dd96e7225bb7c68a9773a6180430a5ce27e,10584916,eyes-cucumber-slice,ears-clover,mouth-zigzag,horn-cactus,back-bidens,tail-hatsune,Plant,3,31
0x7d477dd96e7225bb7c68a9773a6180430a5ce27e,11131011,eyes-mavis,ears-peace-maker,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,2,61
0x7d477dd96e7225bb7c68a9773a6180430a5ce27e,11201878,eyes-papi,ears-lotus,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,3,31
0xde15add9fa1073d164c68458bad6c60b9dc659da,1331982,eyes-papi,ears-clover,mouth-serious,horn-leaf-bug,back-pumpkin,tail-cattail,Plant,4,31
0xde15add9fa1073d164c68458bad6c60b9dc659da,11282801,eyes-mavis,ears-pink-cheek,mouth-toothless-bite,horn-dual-blade,back-risky-beast,tail-twin-tail,Mech,3,48
0xde15add9fa1073d164c68458bad6c60b9dc659da,11297601,eyes-sleepless,ears-gill,mouth-piranha,horn-watermelon,back-blue-moon,tail-koi,Aquatic,0,54
0x395dc67abe8c7c21c0b9ba2eb6d2600f2449a497,11143322,eyes-cucumber-slice,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,3,32
0x395dc67abe8c7c21c0b9ba2eb6d2600f2449a497,11218049,eyes-confused,ears-lotus,mouth-mosquito,horn-scaly-spoon,back-bidens,tail-gravel-ant,Plant,5,32
0x395dc67abe8c7c21c0b9ba2eb6d2600f2449a497,11280292,eyes-mavis,ears-curly,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,3,61
0x6013e3fd0e8bb1a28da7b8fc823dcf4cb1d0058f,9434536,eyes-papi,ears-sakura,mouth-serious,horn-leaf-bug,back-pumpkin,tail-cattail,Plant,3,31
0x6013e3fd0e8bb1a28da7b8fc823dcf4cb1d0058f,10319043,eyes-clear,ears-curly,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,6,57
0x6013e3fd0e8bb1a28da7b8fc823dcf4cb1d0058f,11209277,eyes-mavis,ears-curly,mouth-toothless-bite,horn-dual-blade,back-risky-beast,tail-twin-tail,Mech,4,48
0x6c0abd90e1a7277ad2a115efae85bd9d2c93d99c,9310240,eyes-papi,ears-rosa,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,4,31
0x6c0abd90e1a7277ad2a115efae85bd9d2c93d99c,9689410,eyes-robin,ears-owl,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,3,59
0x6c0abd90e1a7277ad2a115efae85bd9d2c93d99c,10629998,eyes-cucumber-slice,ears-clover,mouth-mosquito,horn-scaly-spoon,back-bidens,tail-gravel-ant,Plant,5,32
0x264df8db29b75cd053eec511fb9bc630045cabe4,11251122,eyes-clear,ears-inkling,mouth-piranha,horn-arco,back-risky-beast,tail-nimo,Aquatic,0,53
0x264df8db29b75cd053eec511fb9bc630045cabe4,11252509,eyes-confused,ears-friezard,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,4,41
0x264df8db29b75cd053eec511fb9bc630045cabe4,11260662,eyes-blossom,ears-friezard,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,0,40
0xf6fc2855d8d1c5fb79396ce2e816b19f567fac83,11108995,eyes-telescope,ears-bubblemaker,mouth-lam,horn-clamshell,back-blue-moon,tail-shrimp,Aquatic,2,57
0xf6fc2855d8d1c5fb79396ce2e816b19f567fac83,11225218,eyes-papi,ears-sakura,mouth-mosquito,horn-cactus,back-bidens,tail-gravel-ant,Plant,6,31
0xf6fc2855d8d1c5fb79396ce2e816b19f567fac83,11265209,eyes-telescope,ears-tassels,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,0,43
0x7616bc6b4c0860d7aabe0364a93d9b96dbb596a9,11036179,eyes-clear,ears-inkling,mouth-risky-fish,horn-arco,back-risky-beast,tail-nimo,Aquatic,4,53
0x7616bc6b4c0860d7aabe0364a93d9b96dbb596a9,11110299,eyes-papi,ears-rosa,mouth-serious,horn-beech,back-sandal,tail-cattail,Plant,3,31
0x7616bc6b4c0860d7aabe0364a93d9b96dbb596a9,11230090,eyes-nerdy,ears-curved-spine,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,2,40
0xe2a9fc2a7740c1f27e1a6304a286a8bb1c6680c7,11183547,eyes-cucumber-slice,ears-hollow,mouth-herbivore,horn-beech,back-sandal,tail-cattail,Plant,4,31
0xe2a9fc2a7740c1f27e1a6304a286a8bb1c6680c7,11249740,eyes-topaz,ears-pogona,mouth-kotaro,horn-scaly-spoon,back-turnip,tail-wall-gecko,Reptile,0,40
0xe2a9fc2a7740c1f27e1a6304a286a8bb1c6680c7,11277958,eyes-clear,ears-inkling,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,2,57
0x0a880a76ca58c6798a2a050712ac3f2c1e46e782,2084429,eyes-papi,ears-clover,mouth-serious,horn-cactus,back-bone-sail,tail-carrot,Plant,4,32
0x0a880a76ca58c6798a2a050712ac3f2c1e46e782,3733080,eyes-telescope,ears-ear-breathing,mouth-catfish,horn-scaly-spear,back-goldfish,tail-nimo,Aquatic,0,52
0x0a880a76ca58c6798a2a050712ac3f2c1e46e782,9806372,eyes-tricky,ears-friezard,mouth-kotaro,horn-scaly-spear,back-indian-star,tail-tiny-dino,Reptile,2,41
0xeef4558fcb387ec38918dea67caddc7f663e2e31,2709160,eyes-papi,ears-clover,mouth-zigzag,horn-beech,back-bidens,tail-cattail,Plant,3,31
0xeef4558fcb387ec38918dea67caddc7f663e2e31,11060227,eyes-clear,ears-gill,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,Aquatic,4,57
0xeef4558fcb387ec38918dea67caddc7f663e2e31,11071943,eyes-clear,ears-seaslug,mouth-nut-cracker,horn-arco,back-hero,tail-nut-cracker,Mech,5,49
0x0363c40942487ffac3535fafb41b193789314cf4,718744,eyes-papi,ears-sidebarb,mouth-goda,horn-dual-blade,back-risky-beast,tail-cottontail,Beast,1,40
0x0363c40942487ffac3535fafb41b193789314cf4,11238542,eyes-cucumber-slice,ears-rosa,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-twin-tail,Reptile,0,38
0x0363c40942487ffac3535fafb41b193789314cf4,11295406,eyes-cucumber-slice,ears-lotus,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,3,40
0xaea0c74fbc086ed71493badf5a1273d2d1d7bb58,10338389,eyes-confused,ears-sakura,mouth-zigzag,horn-cactus,back-bidens,tail-hatsune,Plant,3,31
0xaea0c74fbc086ed71493badf5a1273d2d1d7bb58,11154305,eyes-mavis,ears-owl,mouth-peace-maker,horn-eggshell,back-balloon,tail-hare,Bird,2,59
0xaea0c74fbc086ed71493badf5a1273d2d1d7bb58,11221777,eyes-papi,ears-lotus,mouth-serious,horn-cactus,back-sandal,tail-cattail,Plant,3,31
0x7a3e1a36ba7c8ff43a875f2e9622c2f2a2b43b5a,11194134,eyes-sleepless,ears-rosa,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,4,35
0x7a3e1a36ba7c8ff43a875f2e9622c2f2a2b43b5a,11206926,eyes-clear,ears-bubblemaker,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,4,52
0x7a3e1a36ba7c8ff43a875f2e9622c2f2a2b43b5a,11261196,eyes-neo,ears-clover,mouth-goda,horn-caterpillars,back-sandal,tail-cattail,Dusk,3,40
0xfd4604c3f38c2609df457ce57e0cd4dd304180d5,10556530,eyes-papi,ears-hollow,mouth-herbivore,horn-cactus,back-pumpkin,tail-cattail,Plant,2,31
0xfd4604c3f38c2609df457ce57e0cd4dd304180d5,11133589,eyes-little-owl,ears-peace-maker,mouth-nut-cracker,horn-arco,back-hero,tail-nut-cracker,Mech,2,49
0xfd4604c3f38c2609df457ce57e0cd4dd304180d5,11204985,eyes-tricky,ears-inkling,mouth-catfish,horn-bumpy,back-bone-sail,tail-nimo,Aquatic,3,51
0xf2b1476cafab27318dae7f1d3a646a9c60bcd2d9,11132844,eyes-confused,ears-small-frill,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,4,41
0xf2b1476cafab27318dae7f1d3a646a9c60bcd2d9,11280127,eyes-mavis,ears-risky-bird,mouth-peace-maker,horn-eggshell,back-tri-feather,tail-the-last-one,Bird,2,61
0xf2b1476cafab27318dae7f1d3a646a9c60bcd2d9,11283815,eyes-clear,ears-friezard,mouth-mosquito,horn-parasite,back-snail-shell,tail-cottontail,Bug,4,36
0xb6def8d9f03437e71e8c760b68ec621a8ffdb057,10277574,eyes-mavis,ears-owl,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-post-fight,Bird,4,59
0xb6def8d9f03437e71e8c760b68ec621a8ffdb057,11266623,eyes-papi,ears-hollow,mouth-herbivore,horn-cactus,back-turnip,tail-cattail,Plant,3,31
0xb6def8d9f03437e71e8c760b68ec621a8ffdb057,11270928,eyes-clear,ears-pogona,mouth-mosquito,horn-caterpillars,back-snail-shell,tail-twin-tail,Bug,4,35
0xe7c00bbcb5caef17f3624a24f42ce5c2e198dfcb,5480221,eyes-papi,ears-clover,mouth-serious,horn-cactus,back-shiitake,tail-carrot,Plant,3,31
0xe7c00bbcb5caef17f3624a24f42ce5c2e198dfcb,11080185,eyes-papi,ears-lotus,mouth-herbivore,horn-cactus,back-bidens,tail-cattail,Plant,4,31
0xe7c00bbcb5caef17f3624a24f42ce5c2e198dfcb,11157469,eyes-mavis,ears-pink-cheek,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-hare,Bird,2,57
0xd61f112d410babfd2b7c7b4a4ccc616fca3d2060,11131286,eyes-papi,ears-rosa,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,4,39
0xd61f112d410babfd2b7c7b4a4ccc616fca3d2060,11255875,eyes-clear,ears-nimo,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,3,52
0xd61f112d410babfd2b7c7b4a4ccc616fca3d2060,11278551,eyes-cucumber-slice,ears-rosa,mouth-goda,horn-beech,back-sandal,tail-cattail,Dusk,2,40
0x59f1394770d4295dffb292a95ba4d386dc0bc2fd,10754800,eyes-lucas,ears-seaslug,mouth-piranha,horn-arco,back-scarab,tail-nimo,Aquatic,5,52
0x59f1394770d4295dffb292a95ba4d386dc0bc2fd,10919887,eyes-papi,ears-clover,mouth-goda,horn-beech,back-sandal,tail-cattail,Plant,6,32
0x59f1394770d4295dffb292a95ba4d386dc0bc2fd,11185812,eyes-blossom,ears-rosa,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,Reptile,4,39
0xca78f26db1fc2709eb852c6191dafc9ffdb43065,11279921,eyes-papi,ears-rosa,mouth-goda,horn-scaly-spear,back-sandal,tail-cattail,Dusk,3,41
