9713211,0,83,Plant,eyes-papi,ears-sakura,mouth-zigzag,horn-cactus,back-bidens,tail-feather-fan,1650126542
8280947,1,100,Plant,eyes-blossom,ears-leafy,mouth-serious,horn-cactus,back-pumpkin,tail-cattail,1650126542
738135,4,0,Dusk,eyes-robin,ears-hollow,mouth-serious,horn-rose-bud,back-pumpkin,tail-carrot,1650126542
5583744,0,50,Bird,eyes-gecko,ears-gill,mouth-little-owl,horn-eggshell,back-pigeon-post,tail-twin-tail,1650126542
2059127,4,83,Aquatic,eyes-little-owl,ears-gill,mouth-piranha,horn-shoal-star,back-goldfish,tail-nimo,1650126542
9192244,0,66,Plant,eyes-gero,ears-clover,mouth-zigzag,horn-cactus,back-bidens,tail-shiba,1650126530
9036432,0,100,Plant,eyes-cucumber-slice,ears-rosa,mouth-serious,horn-cactus,back-watering-can,tail-hatsune,1650126521
900817,3,66,Plant,eyes-confused,ears-lotus,mouth-serious,horn-caterpillars,back-sandal,tail-potato-leaf,1650126509
7144244,0,66,Bird,eyes-puppy,ears-peace-maker,mouth-hungry-bird,horn-wing-horn,back-spiky-wing,tail-the-last-one,1650126509
1366013,0,83,Plant,eyes-confused,ears-hollow,mouth-pincer,horn-rose-bud,back-bidens,tail-carrot,1650126509
10363317,0,83,Plant,eyes-papi,ears-hollow,mouth-cute-bunny,horn-cactus,back-bidens,tail-hot-butt,1650126509
8300842,4,100,Bird,eyes-mavis,ears-peace-maker,mouth-doubletalk,horn-eggshell,back-pigeon-post,tail-post-fight,1650126488
11144000,0,66,Reptile,eyes-mavis,ears-pink-cheek,mouth-kotaro,horn-cerastes,back-indian-star,tail-tiny-dino,1650126488
5997123,1,83,Plant,eyes-blossom,ears-leafy,mouth-serious,horn-leaf-bug,back-pumpkin,tail-carrot,1650126476
2245013,3,50,Plant,eyes-gero,ears-early-bird,mouth-serious,horn-leaf-bug,back-watering-can,tail-carrot,1650126476
8599916,4,0,Dusk,eyes-little-peas,ears-owl,mouth-cute-bunny,horn-incisor,back-tri-spikes,tail-thorny-caterpillar,1650126455
6106534,2,83,Plant,eyes-papi,ears-ear-breathing,mouth-serious,horn-cactus,back-shiitake,tail-carrot,1650126455
936141,3,100,Aquatic,eyes-clear,ears-inkling,mouth-risky-fish,horn-clamshell,back-goldfish,tail-koi,1650126443
11297575,2,66,Bug,eyes-tricky,ears-pink-cheek,mouth-mosquito,horn-parasite,back-snail-shell,tail-twin-tail,1650126443
632843,0,66,Plant,eyes-papi,ears-clover,mouth-pincer,horn-leaf-bug,back-pumpkin,tail-hot-butt,1650126431
8154510,4,100,Aquatic,eyes-gero,ears-nimo,mouth-lam,horn-anemone,back-anemone,tail-nimo,1650126725
6451822,2,100,Plant,eyes-papi,ears-clover,mouth-serious,horn-cactus,back-pumpkin,tail-hot-butt,1650126725
818082,4,100,Aquatic,eyes-clear,ears-gill,mouth-risky-fish,horn-shoal-star,back-goldfish,tail-nimo,1650126719
7463231,3,100,Aquatic,eyes-clear,ears-bubblemaker,mouth-risky-fish,horn-anemone,back-anemone,tail-nimo,1650126719
1712471,3,83,Plant,eyes-papi,ears-hollow,mouth-serious,horn-cactus,back-pumpkin,tail-rice,1650126719
10752196,3,0,Dusk,eyes-gero,ears-nimo,mouth-lam,horn-anemone,back-anemone,tail-nimo,1650126719
8237357,2,0,Dusk,eyes-clear,ears-peace-maker,mouth-cute-bunny,horn-antenna,back-goldfish,tail-fish-snack,1650126707
5754514,0,100,Beast,eyes-chubby,ears-nyan,mouth-goda,horn-imp,back-ronin,tail-cottontail,1650126707
5274799,3,83,Beast,eyes-puppy,ears-belieber,mouth-nut-cracker,horn-imp,back-ronin,tail-cattail,1650126707
5069848,1,0,Dusk,eyes-mavis,ears-tiny-fan,mouth-tiny-turtle,horn-feather-spear,back-snail-shell,tail-thorny-caterpillar,1650126707
4146933,1,83,Aquatic,eyes-clear,ears-owl,mouth-risky-fish,horn-shoal-star,back-goldfish,tail-nimo,1650126707
9369361,0,100,Reptile,eyes-gecko,ears-friezard,mouth-tiny-turtle,horn-cerastes,back-green-thorns,tail-iguana,1650126686
8750706,4,100,Plant,eyes-papi,ears-hollow,mouth-serious,horn-rose-bud,back-pumpkin,tail-yam,1650126686
8193559,0,100,Aquatic,eyes-clear,ears-bubblemaker,mouth-risky-fish,horn-shoal-star,back-goldfish,tail-nimo,1650126686
5994322,2,100,Aquatic,eyes-clear,ears-nimo,mouth-piranha,horn-anemone,back-anemone,tail-koi,1650126659
6503302,0,83,Plant,eyes-papi,ears-lotus,mouth-confident,horn-rose-bud,back-shiitake,tail-carrot,1650126653
4185351,3,100,Plant,eyes-confused,ears-clover,mouth-serious,horn-cactus,back-pumpkin,tail-carrot,1650126623
4573474,2,100,Aquatic,eyes-clear,ears-tiny-fan,mouth-risky-fish,horn-shoal-star,back-goldfish,tail-navaga,1650126620
4004751,3,0,Mech,eyes-chubby,ears-nut-cracker,mouth-nut-cracker,horn-dual-blade,back-ronin,tail-nut-cracker,1650126620
3827047,4,100,Beast,eyes-chubby,ears-nyan,mouth-nut-cracker,horn-imp,back-ronin,tail-nut-cracker,1650126620
1751685,3,83,Aquatic,eyes-kotaro?,ears-inkling,mouth-risky-fish,horn-shoal-star,back-goldfish,tail-koi,1650126914
9718147,0,83,Aquatic,eyes-clear,ears-inkling,mouth-risky-fish,horn-antenna,back-goldfish,tail-nimo,1650126911
810393,3,83,Aquatic,eyes-gero,ears-inkling,mouth-risky-fish,horn-shoal-star,back-cupid,tail-koi,1650126902
10142731,1,83,Plant,eyes-confused,ears-hollow,mouth-zigzag,horn-pocky,back-bidens,tail-hot-butt,1650126902
8190634,0,33,Plant,eyes-papi,ears-pogona,mouth-cute-bunny,horn-antenna,back-furball,tail-yam,1650126890
7648605,4,66,Aquatic,eyes-clear,ears-nyan,mouth-risky-fish,horn-dual-blade,back-goldfish,tail-nimo,1650126890
