6716538,0,83,Plant,eyes-confused,ears-lotus,mouth-nut-cracker,horn-beech,back-pumpkin,tail-carrot,1649906135
8270123,5,100,Aquatic,eyes-gero,ears-inkling,mouth-lam,horn-anemone,back-anemone,tail-nimo,1649906129
7310204,2,0,Dusk,eyes-mavis,ears-bubblemaker,mouth-tiny-turtle,horn-lagging,back-snail-shell,tail-thorny-caterpillar,1649906117
683711,3,100,Plant,eyes-papi,ears-lotus,mouth-serious,horn-beech,back-pumpkin,tail-cattail,1649906117
6623955,0,100,Aquatic,eyes-clear,ears-gill,mouth-risky-fish,horn-shoal-star,back-goldfish,tail-navaga,1649906117
2250879,1,83,Aquatic,eyes-gero,ears-tiny-fan,mouth-risky-fish,horn-babylonia,back-blue-moon,tail-wall-gecko,1649906117
9164661,0,83,Aquatic,eyes-blossom,ears-bubblemaker,mouth-lam,horn-anemone,back-anemone,tail-nimo,1649906096
4687293,0,100,Aquatic,eyes-clear,ears-bubblemaker,mouth-risky-fish,horn-oranda,back-goldfish,tail-koi,1649906096
9854274,3,83,Plant,eyes-blossom,ears-sakura,mouth-serious,horn-leaf-bug,back-watering-can,tail-yam,1649906084
9463690,0,66,Plant,eyes-papi,ears-sakura,mouth-serious,horn-leaf-bug,back-garish-worm,tail-yam,1649906084
10739326,3,66,Beast,eyes-gero,ears-pink-cheek,mouth-nut-cracker,horn-imp,back-ronin,tail-nut-cracker,1649906072
10761905,3,66,Bird,eyes-mavis,ears-peace-maker,mouth-toothless-bite,horn-eggshell,back-pigeon-post,tail-hare,1649906066
8759863,3,100,Aquatic,eyes-gero,ears-nimo,mouth-lam,horn-anemone,back-anemone,tail-nimo,1649906063
7861671,2,0,Dusk,eyes-gero,ears-gill,mouth-tiny-turtle,horn-lagging,back-croc,tail-hot-butt,1649906063
7474751,2,83,Aquatic,eyes-gero,ears-nimo,mouth-risky-fish,horn-oranda,back-ronin,tail-nimo,1649906063
7337108,0,0,Reptile,eyes-mavis,ears-larva,mouth-goda,horn-lagging,back-snail-shell,tail-thorny-caterpillar,1649906063
11014772,3,100,Plant,eyes-cucumber-slice,ears-sakura,mouth-serious,horn-cactus,back-bidens,tail-cattail,1649906063
6941618,0,66,Aquatic,eyes-clear,ears-bubblemaker,mouth-kotaro,horn-oranda,back-kingfisher,tail-nimo,1649906051
6487531,4,100,Beast,eyes-chubby,ears-nut-cracker,mouth-nut-cracker,horn-imp,back-ronin,tail-nut-cracker,1649906051
10968086,0,66,Aquatic,eyes-chubby,ears-inkling,mouth-goda,horn-anemone,back-anemone,tail-nimo,1649906051
8726132,5,83,Plant,eyes-papi,ears-sakura,mouth-serious,horn-leaf-bug,back-watering-can,tail-cattail,1649906249
7511210,4,0,Dusk,eyes-clear,ears-risky-bird,mouth-tiny-turtle,horn-incisor,back-tri-spikes,tail-thorny-caterpillar,1649906249
7320376,0,50,Reptile,eyes-nerdy,ears-ear-breathing,mouth-tiny-turtle,horn-incisor,back-tri-spikes,tail-thorny-caterpillar,1649906249
4421598,3,83,Plant,eyes-cucumber-slice,ears-hollow,mouth-serious,horn-beech,back-pumpkin,tail-gravel-ant,1649906249
