5536738,0,66,Bird,eyes-mavis,ears-tassels,mouth-little-owl,horn-cerastes,back-pigeon-post,tail-post-fight,1650684675
11279763,2,0,Mech,eyes-sleepless,ears-peace-maker,mouth-toothless-bite,horn-dual-blade,back-risky-beast,tail-twin-tail,1650684675
4313743,1,83,Aquatic,eyes-clear,ears-inkling,mouth-risky-fish,horn-imp,back-goldfish,tail-koi,1650684657
10944245,1,0,Dusk,eyes-telescope,ears-innocent-lamb,mouth-cute-bunny,horn-incisor,back-tri-spikes,tail-thorny-caterpillar,1650684657
8855830,0,0,Dusk,eyes-scar,ears-pogona,mouth-cute-bunny,horn-incisor,back-pigeon-post,tail-cattail,1650684642
8573499,0,0,Dusk,eyes-lucas,ears-peace-maker,mouth-tiny-turtle,horn-incisor,back-anemone,tail-thorny-caterpillar,1650684642
2607509,0,83,Aquatic,eyes-clear,ears-bubblemaker,mouth-kotaro,horn-shoal-star,back-goldfish,tail-navaga,1650684642
10439436,0,50,Plant,eyes-kotaro?,ears-lotus,mouth-serious,horn-leaf-bug,back-bone-sail,tail-cattail,1650684642
606914,3,83,Plant,eyes-confused,ears-clover,mouth-serious,horn-trump,back-pumpkin,tail-hot-butt,1650684621
4807038,0,83,Aquatic,eyes-telescope,ears-inkling,mouth-risky-fish,horn-clamshell,back-goldfish,tail-hatsune,1650684621
9953820,0,83,Bird,eyes-mavis,ears-curly,mouth-little-owl,horn-eggshell,back-pigeon-post,tail-cottontail,1650684789
6495738,0,83,Plant,eyes-cucumber-slice,ears-hollow,mouth-serious,horn-imp,back-mint,tail-yam,1650684789
3463420,5,100,Beast,eyes-chubby,ears-nut-cracker,mouth-nut-cracker,horn-imp,back-ronin,tail-nut-cracker,1650684789
6024555,0,100,Plant,eyes-confused,ears-hollow,mouth-serious,horn-rose-bud,back-pumpkin,tail-potato-leaf,1650684786
5664703,2,100,Aquatic,eyes-clear,ears-bubblemaker,mouth-risky-fish,horn-shoal-star,back-goldfish,tail-koi,1650684780
1141853,4,83,Plant,eyes-papi,ears-hollow,mouth-serious,horn-leaf-bug,back-pumpkin,tail-carrot,1650684765
6745804,0,66,Plant,eyes-papi,ears-leafy,mouth-little-owl,horn-cactus,back-croc,tail-carrot,1650684756
6403034,3,66,Aquatic,eyes-cucumber-slice,ears-bubblemaker,mouth-lam,horn-anemone,back-anemone,tail-cattail,1650684753
11145881,4,100,Reptile,eyes-scar,ears-pogona,mouth-kotaro,horn-scaly-spoon,back-indian-star,tail-tiny-dino,1650684753
6009012,0,83,Aquatic,eyes-clear,ears-bubblemaker,mouth-risky-fish,horn-shoal-star,back-goldfish,tail-hatsune,1650684741
5130574,0,0,Plant,eyes-lucas,ears-friezard,mouth-cute-bunny,horn-pliers,back-bone-sail,tail-ranchu,1650684741
1239446,3,33,Beast,eyes-tricky,ears-nyan,mouth-kotaro,horn-rose-bud,back-sponge,tail-cottontail,1650684741
9955416,3,83,Plant,eyes-cucumber-slice,ears-early-bird,mouth-zigzag,horn-cactus,back-bidens,tail-hot-butt,1650684723
5537067,3,83,Aquatic,eyes-clear,ears-ear-breathing,mouth-risky-fish,horn-shoal-star,back-goldfish,tail-koi,1650684720
11304550,3,100,Aquatic,eyes-gero,ears-bubblemaker,mouth-piranha,horn-oranda,back-blue-moon,tail-shrimp,1650684720
