9713211,-36,-43,-56,-74,-100,-138,-193,1650126542,18
8280947,1,-6,-18,-36,-62,-100,-155,1650126542,55
738135,-17,-25,-37,-55,-81,-119,-174,1650126542,36
5583744,-36,-43,-56,-74,-100,-138,-193,1650126542,18
2059127,-32,-40,-53,-71,-97,-134,-190,1650126542,21
9192244,-35,-43,-55,-73,-99,-137,-192,1650126530,18
9036432,-5,-13,-26,-43,-70,-107,-163,1650126521,48
900817,-32,-40,-53,-70,-97,-134,-190,1650126509,21
7144244,-36,-44,-56,-74,-100,-138,-193,1650126509,17
1366013,-35,-43,-55,-73,-99,-137,-192,1650126509,18
10363317,-36,-43,-56,-74,-100,-138,-193,1650126509,18
8300842,-31,-39,-52,-70,-96,-134,-189,1650126488,22
11144000,12,4,-8,-25,-51,-89,-145,1650126488,66
5997123,-36,-43,-56,-74,-100,-138,-193,1650126476,18
2245013,-33,-41,-53,-71,-98,-136,-191,1650126476,20
8599916,-27,-34,-47,-65,-91,-129,-184,1650126455,26
6106534,-30,-38,-51,-69,-95,-132,-188,1650126455,23
936141,-36,-43,-56,-74,-100,-138,-193,1650126443,18
11297575,38,31,18,0,-25,-63,-118,1650126443,92
632843,-35,-42,-55,-73,-99,-137,-192,1650126431,19
8154510,-26,-34,-47,-65,-91,-128,-184,1650126725,27
6451822,-36,-43,-56,-74,-100,-138,-193,1650126725,18
818082,-32,-40,-53,-71,-97,-134,-190,1650126719,21
7463231,-33,-40,-53,-71,-97,-135,-191,1650126719,21
1712471,-23,-31,-44,-62,-88,-125,-181,1650126719,30
10752196,12,4,-8,-25,-51,-89,-144,1650126719,66
8237357,-11,-19,-32,-50,-76,-113,-169,1650126707,42
5754514,-14,-22,-35,-52,-79,-117,-172,1650126707,39
5274799,-34,-41,-54,-72,-98,-136,-191,1650126707,20
5069848,-33,-41,-53,-71,-98,-135,-191,1650126707,20
4146933,-33,-40,-53,-71,-97,-135,-191,1650126707,21
9369361,59,51,38,20,-5,-43,-99,1650126686,113
8750706,-17,-25,-38,-56,-82,-119,-175,1650126686,36
8193559,-30,-37,-50,-68,-94,-132,-188,1650126686,24
5994322,-36,-43,-56,-74,-100,-138,-193,1650126659,18
6503302,-32,-40,-53,-71,-97,-135,-191,1650126653,21
4185351,-35,-42,-55,-73,-99,-137,-192,1650126623,19
4573474,-24,-31,-44,-62,-88,-126,-182,1650126620,30
4004751,-8,-16,-29,-47,-73,-111,-167,1650126620,45
3827047,-23,-31,-44,-61,-87,-125,-180,1650126620,30
1751685,-36,-43,-56,-74,-100,-138,-194,1650126914,18
9718147,-36,-43,-56,-74,-100,-138,-194,1650126911,18
810393,-34,-42,-54,-72,-98,-136,-191,1650126902,19
10142731,-26,-34,-47,-65,-91,-128,-184,1650126902,27
8190634,-8,-16,-29,-46,-72,-110,-166,1650126890,45
7648605,-28,-36,-48,-66,-92,-130,-185,1650126890,25
6292491,-37,-45,-57,-75,-101,-139,-194,1650126890,16
4990510,-36,-43,-56,-74,-100,-138,-193,1650126890,18
2187196,-32,-40,-53,-71,-97,-134,-190,1650126890,21
4425640,-36,-43,-56,-74,-100,-138,-194,1650126887,18
4579815,-36,-43,-56,-74,-100,-138,-194,1650126878,18
8240668,-36,-43,-56,-74,-100,-138,-194,1650126875,18
6203326,-33,-40,-53,-71,-97,-135,-191,1650126872,21
4817659,-36,-43,-56,-74,-100,-138,-193,1650126857,18
6466561,-7,-14,-27,-45,-71,-109,-164,1650126851,46
5123298,-5,-13,-26,-44,-70,-108,-164,1650126851,48
1541070,-35,-43,-55,-73,-100,-137,-193,1650126851,18
10379371,-23,-31,-44,-62,-88,-125,-181,1650126851,30
8316219,-20,-28,-41,-59,-85,-122,-178,1650126842,33
8206372,-24,-31,-44,-62,-88,-126,-181,1650126839,29
11150943,51,44,31,13,-13,-50,-106,1650127067,105
8795729,-18,-25,-38,-56,-82,-120,-176,1650127055,36
1241194,-35,-43,-56,-73,-100,-138,-193,1650127055,18
10395840,-18,-25,-38,-56,-82,-120,-176,1650127055,36
3878531,-36,-43,-56,-74,-100,-138,-194,1650127043,18
9069962,-31,-39,-52,-69,-95,-133,-189,1650127034,22
3160800,-32,-40,-53,-70,-96,-134,-189,1650127034,21
1177241,-2,-10,-23,-40,-66,-104,-160,1650127034,51
1292355,-36,-43,-56,-74,-100,-138,-194,1650127025,18
9682557,-30,-37,-50,-68,-94,-132,-188,1650127022,24
8663329,-36,-43,-56,-74,-100,-138,-194,1650127022,18
2232816,-21,-29,-42,-60,-86,-124,-180,1650127022,32
3050031,-33,-40,-53,-71,-97,-135,-191,1650127001,21
4955257,-32,-39,-52,-70,-96,-134,-190,1650126989,22
4540882,-33,-40,-53,-71,-97,-135,-191,1650126989,21
2449515,-36,-44,-57,-75,-101,-139,-195,1650126989,17
10401959,-34,-41,-54,-72,-98,-136,-191,1650126989,19
934135,-29,-37,-50,-68,-94,-131,-187,1650126968,24
7151481,-27,-35,-48,-65,-92,-130,-185,1650126968,26
10187721,6,-1,-14,-31,-57,-95,-151,1650126956,60
6532853,-32,-40,-53,-71,-97,-134,-190,1650127265,21
1198830,-20,-28,-41,-59,-85,-122,-178,1650127265,33
10940299,10,3,-9,-27,-53,-91,-146,1650127265,65
9791919,109,101,88,70,44,6,-49,1650127253,163
1674888,-36,-43,-56,-74,-100,-138,-193,1650127247,18
9774313,5,-1,-14,-32,-58,-96,-152,1650127232,60
9408852,-33,-40,-53,-71,-97,-135,-191,1650127232,21
885682,-3,-11,-24,-42,-68,-106,-161,1650127232,50
4902486,-34,-42,-55,-73,-99,-137,-192,1650127232,19
7823636,-33,-41,-54,-71,-98,-136,-191,1650127220,20
7602189,-32,-40,-52,-70,-96,-134,-190,1650127220,22
7540930,-36,-43,-56,-74,-100,-138,-194,1650127220,18
11267679,15,7,-4,-22,-48,-86,-141,1650127199,69
3294489,-36,-43,-56,-74,-100,-138,-193,1650127187,17
2330352,-34,-42,-55,-72,-98,-136,-192,1650127187,19
1075372,-20,-28,-41,-59,-85,-122,-178,1650127187,33
9689638,-23,-31,-44,-62,-88,-126,-182,1650127166,30
9129262,-23,-31,-44,-62,-88,-126,-182,1650127166,30
7879282,-34,-42,-55,-73,-99,-137,-192,1650127166,19
6373469,-24,-31,-44,-62,-88,-126,-182,1650127166,30
7465506,-25,-32,-45,-63,-89,-127,-182,1650127451,28
4441285,-27,-34,-47,-65,-91,-129,-185,1650127451,27
3203164,-36,-43,-56,-74,-100,-138,-193,1650127451,18
1577595,-20,-28,-41,-59,-85,-122,-178,1650127451,33
9198906,-8,-16,-29,-47,-73,-111,-167,1650127430,45
7231556,-33,-41,-53,-71,-97,-135,-190,1650127430,20
11293817,-16,-24,-36,-54,-80,-118,-173,1650127430,37
10198554,-30,-37,-50,-68,-94,-132,-187,1650127430,23
8908240,-25,-33,-46,-63,-90,-128,-183,1650127418,28
