9602465,-36,-43,-55,-71,-96,-131,-182,1650766073,14
7031434,-27,-34,-46,-63,-87,-122,-173,1650766073,23
9557557,-33,-40,-52,-69,-93,-128,-179,1650766106,17
8281604,-32,-40,-51,-68,-92,-127,-179,1650766106,18
6214729,-8,-15,-27,-43,-67,-102,-154,1650766103,42
4839225,-33,-40,-52,-68,-93,-128,-179,1650766094,17
8925684,-30,-37,-49,-66,-90,-125,-176,1650766091,20
7018202,-35,-42,-54,-70,-94,-129,-181,1650766091,15
3723994,-18,-25,-37,-54,-78,-113,-165,1650766091,32
11297934,71,64,52,35,11,-23,-75,1650766091,122
9602465,-36,-43,-55,-71,-96,-131,-182,1650766073,14
7031434,-27,-34,-46,-63,-87,-122,-173,1650766073,23
7583763,-24,-31,-43,-60,-84,-119,-170,1650766070,26
9950008,-24,-31,-43,-60,-84,-119,-170,1650766058,26
6636232,-7,-14,-26,-42,-66,-101,-153,1650766058,43
9798101,-7,-14,-26,-42,-66,-101,-153,1650766040,43
11120081,-21,-28,-40,-57,-81,-116,-167,1650766040,29
7377973,-24,-31,-43,-60,-84,-119,-170,1650766037,26
6103126,-29,-36,-48,-65,-89,-124,-176,1650766037,21
10368168,38,31,19,2,-21,-56,-108,1650766037,89
8474844,-27,-34,-46,-62,-86,-121,-172,1650766025,23
3917548,-36,-43,-55,-71,-95,-130,-181,1650766025,14
6948987,-36,-43,-54,-71,-95,-130,-182,1650766289,14
10205554,4,-2,-14,-30,-54,-90,-141,1650766289,55
8763943,-35,-43,-54,-71,-95,-130,-182,1650766271,15
4776126,-35,-42,-54,-70,-94,-130,-181,1650766268,15
7242864,-33,-40,-52,-68,-93,-128,-179,1650766247,17
3649456,-39,-46,-58,-74,-98,-134,-185,1650766244,11
1536544,-20,-27,-39,-56,-80,-115,-166,1650766238,29
6861714,-33,-40,-52,-68,-92,-127,-178,1650766235,17
2927971,-36,-43,-54,-71,-95,-130,-181,1650766235,14
2094257,-27,-34,-46,-62,-86,-121,-172,1650766235,23
7002557,-26,-33,-45,-62,-86,-120,-172,1650766223,24
11267754,17,10,0,-17,-41,-76,-127,1650766223,68
11251563,28,21,9,-7,-31,-66,-117,1650766223,79
10794358,28,21,9,-7,-31,-66,-117,1650766223,79
4879704,-35,-42,-54,-70,-94,-129,-180,1650766205,15
9595734,-33,-40,-51,-68,-92,-127,-178,1650766172,17
11110822,60,53,41,25,1,-33,-84,1650766172,111
11072990,-9,-16,-27,-44,-68,-103,-155,1650766172,41
8428472,-35,-42,-54,-71,-95,-130,-182,1650766169,15
6931503,-21,-28,-40,-57,-81,-116,-167,1650766160,29
9580723,-6,-13,-25,-41,-65,-101,-152,1650766466,44
4996890,-35,-42,-54,-71,-95,-130,-181,1650766466,15
9352187,-6,-13,-25,-42,-66,-100,-152,1650766445,44
8935527,-18,-25,-37,-54,-78,-113,-164,1650766436,32
11203931,0,-7,-19,-35,-59,-94,-145,1650766436,50
11076984,-35,-42,-54,-71,-95,-129,-181,1650766436,15
7100041,-16,-23,-35,-52,-76,-110,-162,1650766433,34
3190267,-33,-40,-52,-68,-92,-127,-178,1650766433,17
10719071,-6,-13,-25,-42,-66,-100,-152,1650766433,44
1410284,-11,-18,-30,-46,-70,-105,-156,1650766421,39
11295101,43,35,24,7,-16,-51,-103,1650766421,93
10266640,-36,-43,-55,-71,-95,-131,-182,1650766421,14
10053818,-37,-44,-56,-72,-96,-131,-182,1650766421,13
8720331,-6,-14,-25,-42,-66,-101,-153,1650766418,44
10355615,-6,-13,-25,-42,-66,-100,-152,1650766403,44
7280148,-33,-40,-52,-68,-92,-127,-178,1650766388,17
8869070,-6,-13,-25,-42,-66,-100,-152,1650766376,44
8119085,-30,-37,-49,-66,-90,-125,-176,1650766370,20
8001154,-36,-43,-54,-71,-95,-130,-181,1650766370,14
7768024,-26,-33,-45,-61,-85,-120,-171,1650766367,24
9830255,15,8,-2,-19,-43,-78,-129,1650766640,66
4201100,-36,-43,-55,-71,-95,-130,-181,1650766631,14
906366,-16,-24,-35,-52,-76,-111,-163,1650766619,34
1242147,19,12,0,-15,-39,-74,-125,1650766619,70
10687125,-4,-11,-23,-39,-63,-98,-149,1650766619,46
10178007,-35,-42,-54,-70,-94,-129,-180,1650766619,15
4265523,-15,-22,-34,-50,-74,-109,-160,1650766601,35
2078568,-30,-37,-49,-65,-89,-124,-175,1650766601,20
11305451,-14,-21,-32,-49,-73,-108,-159,1650766601,36
6282879,-30,-37,-49,-65,-89,-124,-175,1650766598,20
325578,-34,-41,-53,-70,-94,-128,-180,1650766598,16
2145631,-32,-39,-51,-68,-92,-126,-178,1650766598,18
9696949,-20,-27,-38,-55,-79,-114,-165,1650766586,30
7798341,-32,-39,-51,-67,-91,-126,-177,1650766568,18
3598612,-34,-41,-53,-70,-94,-128,-180,1650766568,16
9725392,-36,-43,-55,-71,-95,-130,-181,1650766565,14
9715508,-23,-30,-41,-58,-82,-117,-168,1650766565,27
5173044,-27,-34,-46,-62,-86,-121,-172,1650766565,23
10571533,28,21,9,-6,-30,-65,-116,1650766562,79
7815565,-28,-35,-47,-64,-88,-123,-174,1650766553,22
9652451,-15,-22,-34,-51,-75,-110,-162,1650766817,35
7586881,-34,-42,-53,-70,-94,-129,-180,1650766817,15
2630497,-33,-40,-52,-69,-93,-128,-179,1650766817,17
8704853,-21,-28,-40,-56,-80,-115,-166,1650766805,29
7669825,-33,-40,-52,-68,-92,-127,-178,1650766796,17
6182057,-34,-41,-53,-70,-94,-128,-180,1650766796,16
1335700,-34,-41,-53,-70,-94,-129,-180,1650766796,16
9980895,-21,-28,-40,-56,-80,-115,-166,1650766790,29
2556821,-36,-43,-55,-71,-95,-130,-181,1650766784,14
9689806,-21,-28,-40,-56,-80,-115,-166,1650766778,29
7293223,-21,-28,-40,-56,-80,-115,-166,1650766766,29
9806331,-29,-36,-48,-64,-89,-124,-175,1650766763,21
4146699,-36,-43,-55,-71,-95,-130,-181,1650766763,14
2116231,-24,-31,-43,-59,-83,-118,-169,1650766763,26
6493838,-24,-31,-43,-59,-83,-118,-169,1650766754,26
8858453,-24,-31,-43,-59,-83,-118,-169,1650766742,26
6797304,-37,-45,-56,-73,-97,-132,-183,1650766739,12
8690361,-3,-10,-22,-39,-63,-98,-149,1650766730,47
11248944,10,3,-8,-24,-48,-83,-134,1650766730,61
5654253,-39,-46,-58,-74,-98,-133,-184,1650766721,11
2238958,-33,-40,-52,-68,-92,-127,-178,1650766964,17
6618077,-21,-28,-40,-56,-80,-115,-166,1650766961,29
5076949,-19,-26,-38,-54,-78,-113,-164,1650766949,31
10455511,2,-5,-16,-33,-57,-92,-143,1650766949,52
5285780,-31,-39,-50,-67,-91,-126,-178,1650766931,19
1384356,-34,-42,-53,-70,-94,-129,-181,1650766931,16
11218162,119,112,100,84,60,25,-25,1650766928,170
11088882,50,43,31,14,-9,-44,-95,1650766928,100
10915232,-32,-39,-51,-67,-91,-126,-177,1650766928,18
6456841,-36,-43,-55,-71,-95,-130,-181,1650766916,14
11056199,-12,-19,-31,-48,-72,-106,-158,1650766916,38
8639280,-21,-28,-40,-56,-80,-115,-166,1650766907,29
9946975,52,44,33,16,-7,-42,-93,1650766898,102
5558120,-34,-41,-53,-70,-94,-129,-180,1650766898,16
4616182,-20,-27,-39,-55,-79,-114,-165,1650766898,30
11306681,49,42,30,14,-10,-44,-96,1650766898,100
8752316,-21,-28,-40,-56,-80,-115,-166,1650766895,29
800342,-35,-42,-54,-71,-95,-129,-181,1650766895,15
11227642,-3,-10,-22,-39,-63,-98,-149,1650766895,47
9236934,-37,-44,-56,-73,-97,-131,-183,1650766886,13
5440670,-39,-46,-58,-74,-98,-133,-184,1650767150,11
8399141,-31,-38,-50,-66,-90,-125,-177,1650767147,19
6337136,-20,-27,-38,-55,-79,-114,-165,1650767147,30
5479772,-35,-42,-54,-70,-94,-129,-180,1650767147,15
7685927,-18,-25,-37,-53,-77,-112,-163,1650767144,32
306239,-36,-43,-55,-71,-96,-131,-182,1650767141,14
1692635,-14,-21,-33,-49,-73,-108,-159,1650767135,36
9005197,-34,-42,-53,-70,-94,-129,-180,1650767132,15
6917679,-18,-25,-37,-53,-77,-112,-163,1650767132,32
5016374,6,0,-12,-29,-53,-87,-139,1650767129,57
7874632,-21,-28,-40,-56,-80,-115,-166,1650767126,29
7006584,-33,-40,-52,-68,-92,-127,-178,1650767126,17
4919064,-34,-42,-53,-70,-94,-129,-180,1650767126,15
4825416,-18,-25,-37,-53,-77,-112,-163,1650767126,32
10568502,-18,-25,-37,-53,-77,-112,-163,1650767120,32
9917594,-24,-31,-43,-60,-84,-119,-170,1650767114,26
10649869,-18,-25,-37,-53,-77,-112,-163,1650767108,32
4027892,-36,-43,-55,-71,-95,-130,-181,1650767093,14
8877978,-18,-25,-37,-53,-77,-112,-163,1650767087,32
9761460,-19,-26,-38,-54,-78,-113,-164,1650767072,31
9471138,-24,-31,-43,-59,-83,-118,-169,1650767333,26
1615033,-36,-43,-55,-71,-95,-130,-181,1650767327,14
8619270,19,12,0,-15,-39,-74,-125,1650767312,70
1035529,-18,-25,-37,-53,-77,-112,-163,1650767312,32
10764858,-12,-19,-31,-48,-72,-106,-158,1650767300,38
4487599,-35,-42,-54,-71,-95,-130,-181,1650767279,15
3802915,-35,-42,-54,-70,-95,-130,-181,1650767279,15
2337761,-33,-40,-52,-68,-92,-127,-178,1650767279,17
